utc_time,satellite,x_error (m),y_error (m),z_error (m),satclockerror (m)
2020-09-07 00:00:00,G01,1.11067446321249,1.187730590812862,-0.3094954416155815,4.920181298365497
2020-09-07 00:00:00,G02,0.06353196874260902,-0.02430744096636772,-0.5643478417769074,6.458282024400489
2020-09-07 00:00:00,G03,0.9696836210787296,-0.6242316570132971,-0.4670189321041107,5.59191959461829
2020-09-07 00:00:00,G04,1.3788472041487694,0.6587252012759564,-0.8702932447195053,5.954254755208414
2020-09-07 00:00:00,G05,0.6287839002907276,-0.4416278302669525,-0.22035262361168861,6.356923072731191
2020-09-07 00:00:00,G06,-0.059484527446329594,-0.7555517517030239,-1.3912185411900282,6.122187098077705
2020-09-07 00:00:00,G07,0.7622947618365288,0.8295631464570761,-0.044047482311725616,5.703403116183164
2020-09-07 00:00:00,G09,0.29108747467398643,-1.0043474957346916,1.0877159219235182,5.86002249083893
2020-09-07 00:00:00,G10,-0.03125829994678497,0.4131235256791115,-1.5514714065939188,5.914941771018796
2020-09-07 00:00:00,G11,1.1046096682548523,1.354379279538989,-0.27953329496085644,4.921782720726458
2020-09-07 00:00:00,G12,-0.35108738020062447,1.074350604787469,0.9431479275226593,5.54470681834109
2020-09-07 00:00:00,G13,-1.4957931526005268,-0.5250080171972513,0.5474754385650158,5.221896625189918
2020-09-07 00:00:00,G15,0.14577843248844147,0.0682007553987205,0.27818595990538597,6.190476822076581
2020-09-07 00:00:00,G16,-0.1486896574497223,1.3960855435580015,1.3820079304277897,4.885185256624336
2020-09-07 00:00:00,G17,0.28786044009029865,-0.0874602198600769,0.29690544307231903,6.6456544091931935
2020-09-07 00:00:00,G18,-0.902156937867403,1.1764517091214657,0.14501242712140083,5.932556076904012
2020-09-07 00:00:00,G19,-0.1212103022262454,-0.11402367614209652,0.23267432302236557,5.809417523934903
2020-09-07 00:00:00,G20,-1.377855246886611,0.8803758546710014,0.13258209265768528,4.784192972113203
2020-09-07 00:00:00,G21,1.4429012034088373,0.9537581950426102,-0.9821275677531958,5.211173348760082
2020-09-07 00:00:00,G22,1.0591398514807224,-1.0414886912330985,0.6890956573188305,6.278782489329125
2020-09-07 00:00:00,G24,-0.8956494741141796,0.8387850727885962,-0.8984560705721378,5.227164368407906
2020-09-07 00:00:00,G25,-0.5791181176900864,0.35551775619387627,-0.9821266438812017,5.222994914861197
2020-09-07 00:00:00,G26,-0.30302162979205605,1.0784260593354702,0.3490214627236128,5.469776952201761
2020-09-07 00:00:00,G27,1.2967656143009663,0.5151550266891718,0.3524274155497551,5.032808459203101
2020-09-07 00:00:00,G28,0.6808860152959824,-1.1342893615365028,-0.9574231468141079,4.837061372091275
2020-09-07 00:00:00,G29,-0.11676115915179253,0.41003127954900265,-0.43811922892928123,6.6908831979515435
2020-09-07 00:00:00,G30,0.435953167732805,-0.6360392086207867,0.9072651173919439,5.692505060742919
2020-09-07 00:00:00,G31,-0.4116813577711582,-0.04800820350646973,-0.24134777579456568,5.830628988543603
2020-09-07 00:00:00,G32,-0.33497537835501134,0.4611561466008425,-0.8921109847724438,5.514296132215641
2020-09-07 00:15:00,G18,-0.6836608927696943,1.0128083415329456,0.3192298710346222,7.861563392926269
2020-09-07 00:30:00,G18,-0.8009076248854399,0.9523732960224152,0.41898001730442047,5.878637563906355
2020-09-07 00:45:00,G18,-0.8766206745058298,0.9470518864691257,0.5088785216212273,3.901322470654292
2020-09-07 01:00:00,G18,-0.8957052677869797,0.9858814831823111,0.5824686028063297,1.9115266276545262
2020-09-07 01:15:00,G02,-0.2283373475074768,0.5902773886919022,-0.3567590471357107,1.9019208575999205
2020-09-07 01:15:00,G06,-0.3636465828458313,-0.8547968305647373,-0.923025980591774,2.999379202985209
2020-09-07 01:15:00,G13,-0.2155692707747221,-0.4451988246291876,1.8712412789463997,7.878917194126874
2020-09-07 01:15:00,G21,0.8035691678524017,1.674332819879055,0.21116191893815994,8.16154521482052
2020-09-07 01:15:00,G22,0.7244203519076109,0.10935933701694012,0.41797181218862534,9.138674557246464
2020-09-07 01:15:00,G24,-1.268532857298851,0.4463300872594118,-0.8588485578075051,4.445437102932967
2020-09-07 01:15:00,G29,0.14632847532629967,0.3098714645020664,0.09654579448397271,-0.5188124036474895
2020-09-07 01:15:00,G32,-0.6129633970558643,0.5681333597749472,-0.5073273852467537,9.33126423020013
2020-09-07 01:30:00,G02,0.02900436520576477,0.5622016154229641,-0.46869339607656,3.2953339877487067
2020-09-07 01:30:00,G06,-0.2955319853499532,-0.8490668535232544,-0.9946152903139591,3.9560972508636087
2020-09-07 01:30:00,G13,-0.2617015019059181,-0.31496950797736645,1.9115145355463028,6.952178547939693
2020-09-07 01:30:00,G21,1.0710161421447992,1.7468049973249435,0.07003034837543964,7.08603339216034
2020-09-07 01:30:00,G22,0.7904141508042812,-0.11640257760882378,0.3067735359072685,8.105683552035037
2020-09-07 01:30:00,G24,-1.2763290591537952,0.3322544600814581,-0.7471445892006159,4.637090799839002
2020-09-07 01:30:00,G29,0.16799191012978554,0.2970056035555899,0.138187974691391,1.7473412408328386
2020-09-07 01:30:00,G32,-0.612592676654458,0.6287169083952904,-0.4059190135449171,8.006965493133968
2020-09-07 01:45:00,G02,0.21422279626131058,0.5020653046667576,-0.5126224011182785,4.746154735450892
2020-09-07 01:45:00,G06,-0.21343262400478125,-0.798211608082056,-1.0216822177171707,4.905515412345697
2020-09-07 01:45:00,G13,-0.2406080961227417,-0.19340621307492256,1.9287367910146713,5.975231128565655
2020-09-07 01:45:00,G21,1.1916986219584942,1.7764964774250984,0.015138020738959312,5.960805115487945
